age,gender,parent_income,num_siblings,family_support,commute_time_min,part_time_job,previous_gpa,num_failed_courses,high_school_grade,math_background_score,language_background_score,science_background_score,prior_semester_credits,study_hours_last_semester,past_attendance_rate,academic_warnings_count,lecture_attendance_rate,assignment_submission_rate,quiz_avg_score,midterm_score,lab_participation_rate,online_portal_usage_minutes,group_project_activity,library_visits_per_month,discussion_forum_posts,lateness_count,stress_level,sleep_hours,motivation_level,study_time_per_week,concentration_level,exam_anxiety_level,course_difficulty_rating,teacher_experience_years,class_size,num_prerequisites,course_type,final_score,final_grade,pass_fail
19.0,Female,16023.0,3.0,1.0,108.0,Yes,2.42,1.0,81.6,71.0,83.0,79.0,16.0,185.0,99.0,0.0,79.0,85.0,67.0,60.0,20.0,280.0,9.0,12.0,49.0,1.0,7.0,7.4,3.0,37.0,3.0,3.0,2.0,5.0,162.0,1.0,Mandatory,78.0,B,Pass
20.0,Male,29289.0,3.0,2.0,33.0,Yes,1.28,1.0,91.4,75.0,44.0,82.0,14.0,154.0,81.0,1.0,78.0,74.0,13.0,87.0,60.0,1353.0,83.0,19.0,39.0,4.0,6.0,8.5,2.0,37.0,8.0,4.0,2.0,2.0,151.0,3.0,Mandatory,71.9,C,Pass
24.0,Female,24911.0,2.0,,40.0,Yes,2.71,4.0,77.1,91.0,43.0,57.0,20.0,144.0,71.0,,84.0,73.0,79.0,34.0,36.0,1890.0,51.0,0.0,12.0,3.0,0.0,3.3,8.0,,10.0,7.0,5.0,14.0,41.0,3.0,Elective,81.6,B,Pass
28.0,Female,25109.0,3.0,5.0,76.0,Yes,1.47,1.0,86.3,69.0,2.0,96.0,18.0,118.0,81.0,3.0,71.0,99.0,53.0,76.0,65.0,1868.0,21.0,3.0,35.0,8.0,5.0,7.4,2.0,6.0,5.0,10.0,3.0,32.0,35.0,1.0,Elective,78.7,B,Pass
19.0,Female,8303.0,2.0,0.0,56.0,Yes,2.95,2.0,58.5,36.0,69.0,48.0,16.0,161.0,89.0,2.0,77.0,93.0,73.0,36.0,75.0,1682.0,94.0,6.0,15.0,4.0,5.0,8.2,0.0,25.0,9.0,8.0,1.0,12.0,42.0,,Elective,73.6,C,Pass
29.0,Male,12671.0,2.0,1.0,24.0,No,1.35,0.0,77.3,58.0,97.0,44.0,19.0,186.0,91.0,0.0,76.0,66.0,88.0,81.0,85.0,1963.0,34.0,2.0,1.0,6.0,5.0,8.6,10.0,7.0,2.0,6.0,4.0,34.0,163.0,2.0,,87.1,C,Pass
23.0,Male,26415.0,2.0,5.0,53.0,No,3.43,4.0,50.5,62.0,26.0,97.0,14.0,121.0,92.0,0.0,98.0,77.0,65.0,52.0,8.0,531.0,5.0,18.0,24.0,13.0,8.0,7.3,9.0,25.0,3.0,4.0,4.0,17.0,139.0,2.0,Elective,83.1,C,Pass
22.0,Female,19803.0,1.0,3.0,43.0,Yes,3.2,4.0,84.1,18.0,19.0,81.0,15.0,105.0,53.0,0.0,52.0,,68.0,91.0,54.0,1264.0,12.0,9.0,43.0,3.0,1.0,4.2,0.0,35.0,9.0,10.0,4.0,,,0.0,Elective,66.5,C,Pass
27.0,Male,12181.0,4.0,3.0,96.0,No,3.78,0.0,98.5,64.0,8.0,17.0,14.0,70.0,74.0,0.0,71.0,99.0,86.0,76.0,60.0,1545.0,18.0,14.0,17.0,12.0,3.0,9.2,10.0,26.0,10.0,6.0,3.0,19.0,131.0,3.0,Mandatory,91.6,A,Pass
18.0,Female,6710.0,5.0,4.0,91.0,Yes,1.21,1.0,58.8,91.0,3.0,64.0,16.0,141.0,78.0,1.0,71.0,98.0,4.0,30.0,9.0,1995.0,90.0,11.0,42.0,5.0,6.0,4.3,3.0,27.0,5.0,8.0,3.0,13.0,140.0,0.0,Mandatory,57.6,D,Pass
29.0,Female,10679.0,2.0,4.0,12.0,No,2.67,4.0,56.8,84.0,27.0,92.0,,56.0,60.0,3.0,58.0,78.0,24.0,32.0,32.0,1462.0,15.0,14.0,,1.0,10.0,8.8,6.0,2.0,1.0,5.0,2.0,34.0,124.0,1.0,Mandatory,49.4,C,Fail
28.0,Female,15500.0,3.0,4.0,53.0,No,,0.0,73.7,57.0,54.0,16.0,17.0,12.0,68.0,3.0,70.0,57.0,67.0,29.0,58.0,550.0,9.0,2.0,20.0,0.0,4.0,4.2,7.0,33.0,2.0,3.0,5.0,37.0,114.0,0.0,Elective,54.5,C,Pass
27.0,Male,3441.0,2.0,4.0,26.0,No,3.71,1.0,72.3,90.0,33.0,34.0,12.0,,99.0,3.0,95.0,58.0,99.0,24.0,36.0,441.0,32.0,5.0,42.0,12.0,10.0,4.1,0.0,,1.0,2.0,,8.0,82.0,4.0,Elective,68.9,C,Pass
28.0,Female,,5.0,1.0,7.0,Yes,2.45,2.0,72.1,32.0,11.0,89.0,16.0,18.0,71.0,2.0,55.0,90.0,1.0,8.0,,984.0,92.0,2.0,37.0,14.0,8.0,8.3,6.0,28.0,10.0,1.0,1.0,6.0,181.0,1.0,Elective,38.8,F,Fail
21.0,Male,3384.0,,5.0,99.0,No,3.85,3.0,64.5,12.0,27.0,47.0,13.0,,83.0,0.0,83.0,53.0,28.0,53.0,19.0,1708.0,34.0,,28.0,2.0,1.0,3.4,1.0,19.0,7.0,1.0,5.0,20.0,100.0,,Mandatory,61.8,D,Pass
28.0,Female,20540.0,1.0,0.0,117.0,,1.37,2.0,56.9,53.0,69.0,13.0,19.0,58.0,95.0,1.0,62.0,97.0,80.0,16.0,28.0,1898.0,85.0,6.0,2.0,8.0,8.0,4.8,4.0,16.0,9.0,9.0,2.0,14.0,133.0,0.0,Mandatory,67.5,C,Pass
19.0,Male,15136.0,3.0,1.0,42.0,Yes,2.3,4.0,96.1,44.0,29.0,86.0,16.0,169.0,67.0,1.0,,76.0,21.0,64.0,27.0,1400.0,64.0,19.0,7.0,2.0,8.0,7.0,0.0,5.0,8.0,0.0,3.0,14.0,48.0,2.0,Mandatory,63.8,D,Pass
21.0,Female,6396.0,1.0,0.0,119.0,Yes,1.76,1.0,67.4,23.0,74.0,46.0,13.0,19.0,94.0,3.0,71.0,59.0,81.0,82.0,61.0,753.0,70.0,14.0,42.0,7.0,6.0,8.9,,24.0,6.0,10.0,5.0,,123.0,2.0,Elective,74.9,C,Pass
18.0,Male,3391.0,1.0,0.0,69.0,No,1.47,3.0,70.4,50.0,27.0,12.0,13.0,176.0,79.0,0.0,55.0,89.0,48.0,38.0,63.0,1726.0,18.0,1.0,17.0,11.0,10.0,7.4,1.0,38.0,6.0,8.0,3.0,15.0,136.0,2.0,Elective,62.8,C,Pass
19.0,Female,25806.0,0.0,0.0,76.0,No,1.86,1.0,71.1,34.0,83.0,30.0,,172.0,69.0,0.0,89.0,68.0,27.0,40.0,70.0,499.0,13.0,6.0,10.0,6.0,5.0,4.9,9.0,29.0,9.0,1.0,2.0,39.0,80.0,0.0,Elective,63.7,C,Pass
25.0,Male,,2.0,0.0,83.0,Yes,2.99,4.0,56.4,98.0,54.0,8.0,17.0,20.0,68.0,2.0,97.0,62.0,14.0,59.0,78.0,1300.0,77.0,18.0,15.0,2.0,3.0,8.4,9.0,19.0,2.0,10.0,3.0,24.0,35.0,3.0,Mandatory,68.2,C,Pass
23.0,Male,23184.0,3.0,3.0,54.0,No,2.45,3.0,59.9,54.0,13.0,28.0,17.0,40.0,55.0,0.0,71.0,76.0,11.0,76.0,37.0,1455.0,61.0,10.0,11.0,12.0,8.0,6.9,6.0,11.0,1.0,8.0,2.0,35.0,24.0,3.0,Elective,62.5,C,Pass
19.0,Male,21526.0,4.0,5.0,63.0,No,1.54,2.0,50.6,85.0,22.0,98.0,14.0,187.0,76.0,0.0,62.0,67.0,7.0,15.0,14.0,1473.0,36.0,15.0,31.0,10.0,0.0,9.7,2.0,0.0,4.0,8.0,3.0,25.0,52.0,0.0,Mandatory,44.0,F,Fail
29.0,Female,18652.0,1.0,0.0,4.0,Yes,1.1,4.0,74.9,14.0,25.0,15.0,18.0,91.0,68.0,2.0,73.0,85.0,,3.0,34.0,1817.0,0.0,16.0,,5.0,2.0,9.2,8.0,13.0,10.0,8.0,4.0,2.0,158.0,2.0,,56.9,D,Pass
23.0,Female,22301.0,5.0,1.0,58.0,Yes,3.77,4.0,77.7,72.0,38.0,10.0,13.0,40.0,56.0,3.0,94.0,99.0,92.0,7.0,89.0,1730.0,14.0,1.0,29.0,10.0,,9.6,,37.0,5.0,0.0,2.0,33.0,155.0,1.0,Mandatory,73.6,C,Pass
27.0,Female,11716.0,4.0,0.0,108.0,Yes,1.94,0.0,60.7,65.0,73.0,45.0,19.0,,73.0,0.0,65.0,87.0,44.0,84.0,86.0,1470.0,98.0,15.0,6.0,6.0,3.0,7.5,1.0,27.0,1.0,5.0,1.0,27.0,38.0,0.0,Elective,75.4,B,Pass
26.0,Male,17568.0,4.0,3.0,26.0,No,,0.0,71.1,87.0,36.0,55.0,20.0,125.0,59.0,0.0,68.0,87.0,30.0,85.0,32.0,131.0,95.0,7.0,10.0,10.0,7.0,6.9,4.0,17.0,0.0,0.0,2.0,5.0,164.0,4.0,Elective,78.8,C,Pass
24.0,Male,10669.0,2.0,1.0,112.0,No,,3.0,84.6,56.0,73.0,69.0,18.0,136.0,66.0,3.0,83.0,99.0,29.0,28.0,61.0,1513.0,24.0,15.0,11.0,1.0,6.0,9.7,3.0,29.0,8.0,1.0,5.0,14.0,33.0,4.0,Elective,,C,Pass
26.0,Female,6271.0,4.0,5.0,114.0,No,1.76,2.0,63.0,66.0,19.0,43.0,17.0,10.0,78.0,1.0,57.0,65.0,37.0,81.0,44.0,613.0,54.0,7.0,14.0,7.0,9.0,3.7,3.0,19.0,0.0,5.0,1.0,13.0,126.0,4.0,Mandatory,60.9,C,Pass
22.0,Female,18622.0,3.0,2.0,18.0,Yes,1.69,2.0,68.4,92.0,8.0,66.0,15.0,41.0,69.0,3.0,51.0,84.0,61.0,43.0,61.0,1751.0,97.0,3.0,30.0,1.0,,4.5,5.0,21.0,7.0,8.0,3.0,17.0,177.0,4.0,Mandatory,66.8,C,Pass
24.0,Male,17228.0,2.0,1.0,64.0,No,1.84,1.0,85.2,19.0,47.0,34.0,20.0,76.0,76.0,0.0,,98.0,89.0,42.0,31.0,1372.0,24.0,9.0,13.0,3.0,0.0,4.6,9.0,21.0,2.0,3.0,5.0,8.0,199.0,0.0,,79.6,B,Pass
28.0,Female,16256.0,5.0,,67.0,No,1.68,0.0,79.8,32.0,70.0,40.0,20.0,15.0,92.0,3.0,79.0,89.0,17.0,33.0,84.0,66.0,77.0,3.0,23.0,7.0,6.0,4.1,10.0,22.0,8.0,4.0,2.0,3.0,91.0,0.0,Elective,57.7,C,Pass
24.0,Male,27185.0,4.0,5.0,65.0,Yes,2.29,3.0,75.3,71.0,70.0,32.0,16.0,53.0,93.0,1.0,57.0,80.0,81.0,20.0,70.0,1570.0,17.0,1.0,32.0,10.0,6.0,6.7,7.0,2.0,5.0,3.0,3.0,23.0,36.0,3.0,Elective,63.0,D,Pass
29.0,Male,25386.0,2.0,3.0,107.0,No,3.3,0.0,93.4,55.0,43.0,23.0,16.0,79.0,50.0,0.0,95.0,61.0,15.0,3.0,22.0,1258.0,70.0,,26.0,2.0,9.0,4.3,6.0,26.0,6.0,0.0,5.0,39.0,184.0,3.0,Elective,38.7,C,Fail
29.0,Male,26152.0,3.0,4.0,25.0,Yes,1.08,4.0,53.5,55.0,78.0,39.0,19.0,161.0,,0.0,85.0,86.0,52.0,24.0,78.0,1867.0,26.0,9.0,45.0,4.0,6.0,4.9,3.0,26.0,7.0,6.0,4.0,2.0,198.0,0.0,Elective,,C,Pass
20.0,Female,24267.0,1.0,2.0,32.0,No,1.57,2.0,76.3,63.0,34.0,23.0,18.0,100.0,59.0,3.0,72.0,86.0,17.0,60.0,23.0,1359.0,61.0,16.0,15.0,3.0,7.0,7.2,10.0,19.0,,1.0,3.0,3.0,71.0,1.0,Elective,60.5,C,Pass
24.0,Male,14779.0,0.0,0.0,107.0,No,3.14,3.0,85.0,47.0,64.0,42.0,13.0,156.0,83.0,1.0,72.0,86.0,15.0,71.0,82.0,1281.0,96.0,18.0,38.0,14.0,9.0,4.9,9.0,8.0,1.0,0.0,1.0,19.0,88.0,3.0,Elective,64.7,D,Pass
18.0,Female,16434.0,,3.0,108.0,Yes,1.45,2.0,63.8,27.0,37.0,40.0,19.0,102.0,69.0,0.0,60.0,96.0,27.0,,25.0,1568.0,58.0,18.0,36.0,13.0,7.0,6.1,6.0,38.0,7.0,4.0,1.0,3.0,73.0,3.0,Elective,54.9,C,Pass
26.0,Male,29973.0,5.0,,37.0,No,3.22,4.0,64.4,26.0,89.0,20.0,13.0,78.0,60.0,2.0,75.0,76.0,59.0,,23.0,1670.0,15.0,16.0,0.0,3.0,4.0,4.8,2.0,28.0,0.0,9.0,3.0,25.0,90.0,4.0,Mandatory,69.8,C,Pass
27.0,Female,14732.0,0.0,4.0,6.0,Yes,2.54,4.0,74.9,81.0,29.0,78.0,12.0,76.0,53.0,3.0,61.0,83.0,66.0,52.0,93.0,1937.0,19.0,11.0,25.0,14.0,7.0,4.8,3.0,0.0,6.0,2.0,4.0,3.0,167.0,3.0,Elective,61.1,D,Pass
23.0,Female,24169.0,1.0,5.0,92.0,No,3.64,1.0,67.0,13.0,92.0,99.0,17.0,169.0,69.0,0.0,95.0,72.0,2.0,41.0,13.0,893.0,70.0,4.0,5.0,3.0,3.0,4.1,4.0,2.0,3.0,9.0,5.0,35.0,40.0,4.0,Mandatory,60.9,C,
22.0,Male,7093.0,5.0,0.0,115.0,Yes,1.03,1.0,71.2,3.0,21.0,21.0,17.0,104.0,55.0,,65.0,53.0,13.0,58.0,38.0,1893.0,4.0,3.0,,1.0,5.0,5.2,7.0,14.0,8.0,9.0,2.0,19.0,63.0,0.0,Elective,,C,Pass
24.0,Male,8438.0,3.0,5.0,4.0,Yes,3.35,3.0,84.6,4.0,34.0,37.0,15.0,63.0,78.0,1.0,57.0,60.0,78.0,70.0,26.0,1184.0,67.0,0.0,46.0,,7.0,8.8,4.0,30.0,5.0,3.0,2.0,32.0,63.0,3.0,Mandatory,69.6,C,Pass
22.0,Male,14729.0,5.0,1.0,,Yes,2.72,,68.6,75.0,85.0,98.0,19.0,51.0,99.0,3.0,66.0,51.0,20.0,83.0,38.0,448.0,3.0,3.0,46.0,10.0,5.0,6.6,0.0,,10.0,7.0,5.0,16.0,50.0,1.0,Elective,61.5,D,Pass
27.0,,28407.0,1.0,,12.0,Yes,2.41,1.0,51.4,95.0,71.0,19.0,18.0,54.0,96.0,2.0,66.0,76.0,40.0,60.0,4.0,1673.0,5.0,12.0,10.0,12.0,5.0,4.8,2.0,32.0,5.0,10.0,5.0,14.0,,1.0,Elective,62.3,C,Pass
22.0,Female,24558.0,0.0,0.0,109.0,No,1.44,4.0,54.7,3.0,35.0,49.0,18.0,34.0,59.0,,68.0,55.0,81.0,44.0,86.0,634.0,1.0,4.0,,4.0,6.0,7.6,1.0,19.0,7.0,7.0,3.0,5.0,53.0,1.0,Mandatory,64.4,C,Pass
28.0,Female,27730.0,3.0,5.0,39.0,Yes,1.7,1.0,75.3,84.0,35.0,56.0,,173.0,76.0,2.0,73.0,74.0,38.0,19.0,61.0,816.0,69.0,13.0,13.0,5.0,,9.8,8.0,,0.0,10.0,2.0,3.0,159.0,1.0,Elective,55.8,C,
27.0,Female,11943.0,5.0,0.0,47.0,Yes,3.36,0.0,96.8,14.0,3.0,8.0,17.0,169.0,89.0,0.0,55.0,94.0,82.0,2.0,91.0,1219.0,44.0,7.0,48.0,5.0,0.0,6.2,1.0,26.0,2.0,0.0,3.0,3.0,43.0,0.0,Mandatory,64.3,C,Pass
28.0,Female,29061.0,4.0,1.0,45.0,No,1.45,2.0,64.3,40.0,85.0,1.0,16.0,168.0,58.0,0.0,98.0,64.0,96.0,96.0,3.0,1336.0,73.0,1.0,10.0,6.0,3.0,7.6,8.0,28.0,10.0,0.0,2.0,27.0,187.0,0.0,Mandatory,90.6,C,Pass
24.0,Female,23829.0,4.0,1.0,63.0,,2.58,4.0,51.2,55.0,58.0,40.0,17.0,62.0,76.0,,64.0,99.0,76.0,56.0,67.0,508.0,8.0,15.0,8.0,7.0,7.0,8.9,3.0,18.0,3.0,2.0,5.0,3.0,104.0,1.0,Elective,65.7,C,Pass
27.0,Male,21722.0,2.0,3.0,63.0,No,1.62,3.0,90.7,95.0,50.0,,17.0,107.0,81.0,0.0,71.0,69.0,82.0,35.0,34.0,1051.0,64.0,18.0,37.0,12.0,7.0,10.0,6.0,9.0,6.0,8.0,1.0,37.0,140.0,,Mandatory,,C,Pass
24.0,Male,4333.0,4.0,1.0,28.0,Yes,2.47,3.0,88.6,51.0,6.0,32.0,15.0,28.0,56.0,2.0,98.0,89.0,76.0,44.0,30.0,485.0,71.0,1.0,13.0,12.0,6.0,3.1,6.0,0.0,1.0,3.0,3.0,27.0,41.0,2.0,Elective,87.0,A,Pass
28.0,Female,6386.0,5.0,1.0,17.0,Yes,1.76,3.0,93.6,99.0,72.0,30.0,12.0,165.0,58.0,2.0,66.0,96.0,40.0,81.0,51.0,945.0,68.0,18.0,47.0,4.0,10.0,4.9,1.0,32.0,8.0,1.0,3.0,28.0,152.0,4.0,Mandatory,80.0,B,Pass
20.0,Male,14655.0,0.0,2.0,29.0,Yes,2.05,2.0,73.3,10.0,3.0,50.0,18.0,27.0,56.0,1.0,63.0,87.0,64.0,80.0,95.0,238.0,64.0,5.0,18.0,1.0,10.0,8.6,6.0,7.0,4.0,1.0,2.0,2.0,176.0,1.0,Mandatory,75.7,C,Pass
20.0,Male,22965.0,4.0,5.0,73.0,Yes,3.41,4.0,53.8,18.0,28.0,33.0,17.0,116.0,94.0,0.0,73.0,61.0,33.0,95.0,49.0,1980.0,70.0,9.0,41.0,3.0,7.0,9.2,4.0,11.0,10.0,3.0,5.0,11.0,,,Elective,59.9,D,Pass
27.0,Male,25082.0,2.0,5.0,18.0,No,1.11,3.0,57.4,86.0,50.0,60.0,17.0,12.0,98.0,0.0,82.0,53.0,8.0,13.0,9.0,32.0,8.0,17.0,30.0,11.0,2.0,3.9,,26.0,0.0,8.0,4.0,37.0,101.0,3.0,,39.1,C,Fail
29.0,Male,18316.0,3.0,2.0,47.0,Yes,3.77,2.0,98.0,11.0,86.0,31.0,20.0,38.0,59.0,3.0,57.0,60.0,7.0,25.0,33.0,36.0,8.0,3.0,21.0,14.0,5.0,5.5,0.0,,9.0,3.0,5.0,5.0,195.0,0.0,Mandatory,56.9,C,Pass
20.0,,10359.0,4.0,2.0,8.0,No,1.96,,92.8,49.0,1.0,97.0,14.0,89.0,85.0,1.0,76.0,61.0,41.0,38.0,,818.0,87.0,7.0,49.0,5.0,8.0,8.0,6.0,12.0,7.0,2.0,3.0,19.0,124.0,4.0,Elective,44.9,F,Fail
23.0,Male,16172.0,2.0,0.0,,Yes,2.79,0.0,80.3,76.0,44.0,2.0,13.0,121.0,94.0,3.0,62.0,83.0,91.0,20.0,25.0,1276.0,24.0,5.0,27.0,14.0,5.0,9.3,2.0,32.0,5.0,1.0,5.0,12.0,125.0,,Mandatory,70.3,C,Pass
29.0,Female,5542.0,4.0,2.0,0.0,No,1.67,2.0,52.6,59.0,53.0,87.0,17.0,128.0,51.0,1.0,62.0,88.0,82.0,74.0,71.0,1745.0,34.0,1.0,37.0,14.0,3.0,3.6,2.0,35.0,1.0,8.0,3.0,29.0,,2.0,Elective,76.9,C,Pass
23.0,Male,24270.0,,2.0,104.0,No,2.08,1.0,53.3,10.0,88.0,82.0,16.0,190.0,81.0,2.0,68.0,95.0,3.0,,87.0,642.0,47.0,13.0,6.0,6.0,9.0,6.1,2.0,30.0,3.0,4.0,5.0,10.0,182.0,2.0,Mandatory,66.8,C,
20.0,Male,17529.0,5.0,4.0,119.0,No,2.38,2.0,,56.0,39.0,87.0,20.0,182.0,60.0,0.0,50.0,75.0,55.0,9.0,84.0,1752.0,49.0,3.0,12.0,14.0,8.0,3.4,8.0,6.0,0.0,3.0,2.0,25.0,64.0,0.0,Elective,42.3,C,Fail
20.0,Female,10054.0,0.0,2.0,89.0,Yes,3.07,4.0,82.9,89.0,17.0,79.0,16.0,176.0,88.0,0.0,83.0,87.0,64.0,58.0,29.0,1486.0,45.0,16.0,23.0,10.0,9.0,3.6,6.0,38.0,9.0,0.0,3.0,14.0,35.0,4.0,Mandatory,75.9,B,
25.0,Female,8914.0,2.0,0.0,77.0,,3.62,1.0,98.6,47.0,80.0,42.0,13.0,23.0,81.0,2.0,98.0,74.0,70.0,61.0,47.0,1811.0,68.0,4.0,42.0,6.0,4.0,9.0,3.0,20.0,9.0,1.0,3.0,9.0,109.0,,,80.2,B,Pass
25.0,Female,9513.0,2.0,5.0,38.0,Yes,,4.0,79.0,68.0,55.0,92.0,18.0,95.0,88.0,1.0,79.0,88.0,56.0,49.0,17.0,116.0,93.0,19.0,39.0,3.0,3.0,6.4,0.0,14.0,1.0,10.0,3.0,34.0,80.0,3.0,Elective,71.2,C,Pass
24.0,Male,10269.0,1.0,4.0,,No,2.01,3.0,91.9,52.0,47.0,49.0,19.0,84.0,96.0,3.0,64.0,58.0,38.0,15.0,8.0,1304.0,91.0,14.0,13.0,10.0,10.0,4.4,1.0,1.0,5.0,4.0,5.0,16.0,67.0,0.0,Elective,47.1,F,Fail
27.0,Female,13090.0,1.0,0.0,54.0,No,1.27,0.0,88.3,46.0,44.0,30.0,19.0,91.0,87.0,0.0,63.0,61.0,52.0,81.0,94.0,1084.0,48.0,0.0,19.0,9.0,7.0,4.7,7.0,10.0,9.0,4.0,4.0,22.0,100.0,0.0,Elective,72.7,C,Pass
21.0,Male,,2.0,0.0,119.0,Yes,3.78,1.0,,34.0,19.0,39.0,14.0,150.0,68.0,0.0,71.0,85.0,60.0,34.0,48.0,1909.0,9.0,16.0,16.0,3.0,6.0,3.0,1.0,24.0,10.0,10.0,1.0,15.0,55.0,4.0,Elective,67.7,C,Pass
21.0,Female,27467.0,,4.0,106.0,Yes,1.09,4.0,79.2,50.0,52.0,81.0,16.0,99.0,52.0,2.0,83.0,98.0,75.0,,37.0,258.0,61.0,2.0,36.0,9.0,4.0,5.8,9.0,3.0,5.0,10.0,4.0,17.0,116.0,0.0,Mandatory,81.0,B,Pass
20.0,Male,23140.0,0.0,4.0,51.0,Yes,3.64,4.0,85.4,60.0,57.0,65.0,20.0,,89.0,3.0,79.0,80.0,47.0,40.0,7.0,1648.0,4.0,3.0,39.0,8.0,2.0,9.7,2.0,28.0,3.0,2.0,1.0,8.0,23.0,4.0,Mandatory,73.8,C,Pass
22.0,Male,3224.0,4.0,4.0,70.0,Yes,1.08,1.0,66.1,14.0,56.0,35.0,16.0,179.0,97.0,2.0,64.0,70.0,60.0,24.0,30.0,1320.0,61.0,7.0,22.0,6.0,10.0,6.4,2.0,29.0,2.0,10.0,3.0,14.0,118.0,4.0,,63.5,D,Pass
20.0,Female,14876.0,3.0,4.0,63.0,Yes,3.93,0.0,80.5,23.0,71.0,8.0,17.0,39.0,59.0,0.0,76.0,55.0,18.0,91.0,41.0,143.0,41.0,13.0,49.0,0.0,,3.1,0.0,21.0,1.0,,3.0,18.0,41.0,2.0,Mandatory,71.7,C,Pass
25.0,Male,25912.0,5.0,0.0,23.0,No,1.03,4.0,56.5,9.0,5.0,62.0,19.0,77.0,91.0,3.0,76.0,77.0,76.0,2.0,41.0,173.0,4.0,,0.0,9.0,4.0,8.4,9.0,28.0,5.0,10.0,3.0,8.0,42.0,4.0,Elective,60.1,D,Pass
24.0,Male,17097.0,4.0,4.0,26.0,Yes,1.05,4.0,90.0,45.0,67.0,28.0,13.0,90.0,85.0,0.0,75.0,80.0,38.0,45.0,38.0,579.0,75.0,,6.0,8.0,1.0,8.0,10.0,31.0,1.0,7.0,3.0,14.0,185.0,0.0,Elective,69.5,C,Pass
20.0,,10756.0,3.0,1.0,105.0,Yes,2.53,3.0,65.5,74.0,88.0,23.0,20.0,139.0,68.0,3.0,85.0,50.0,90.0,63.0,14.0,442.0,95.0,7.0,35.0,11.0,8.0,5.6,9.0,,0.0,5.0,5.0,18.0,83.0,3.0,Elective,66.8,C,Pass
26.0,Male,4859.0,0.0,5.0,114.0,Yes,3.0,0.0,65.2,18.0,10.0,90.0,20.0,83.0,57.0,3.0,66.0,64.0,25.0,43.0,49.0,1816.0,75.0,2.0,20.0,14.0,1.0,5.2,3.0,35.0,10.0,10.0,1.0,20.0,70.0,4.0,Elective,62.2,C,Pass
29.0,Female,26877.0,1.0,2.0,65.0,Yes,2.06,2.0,86.5,95.0,90.0,12.0,15.0,29.0,80.0,3.0,69.0,60.0,78.0,98.0,77.0,1265.0,32.0,12.0,33.0,1.0,9.0,,8.0,7.0,1.0,7.0,1.0,13.0,95.0,3.0,Mandatory,83.7,B,Pass
22.0,Female,16628.0,2.0,2.0,65.0,Yes,2.82,1.0,89.2,41.0,46.0,63.0,18.0,177.0,61.0,1.0,60.0,87.0,87.0,,51.0,1291.0,44.0,11.0,27.0,11.0,6.0,5.6,3.0,32.0,5.0,6.0,,6.0,105.0,2.0,Elective,66.7,C,Pass
26.0,Female,14581.0,0.0,5.0,118.0,Yes,3.54,0.0,86.5,17.0,46.0,85.0,18.0,166.0,83.0,1.0,82.0,62.0,50.0,16.0,81.0,1655.0,77.0,2.0,35.0,,5.0,9.6,3.0,36.0,3.0,0.0,5.0,31.0,136.0,1.0,Elective,60.4,D,Pass
24.0,Male,10300.0,,1.0,61.0,Yes,3.39,0.0,66.6,5.0,43.0,75.0,18.0,149.0,58.0,3.0,56.0,61.0,50.0,83.0,92.0,1732.0,98.0,9.0,17.0,2.0,8.0,9.3,4.0,31.0,2.0,4.0,4.0,18.0,194.0,2.0,Elective,72.5,C,Pass
24.0,Female,4412.0,5.0,5.0,15.0,Yes,3.65,3.0,96.0,15.0,20.0,36.0,18.0,110.0,85.0,3.0,90.0,78.0,5.0,90.0,,1824.0,3.0,2.0,34.0,3.0,8.0,8.1,4.0,25.0,2.0,7.0,2.0,,199.0,4.0,Mandatory,72.6,C,Pass
23.0,Female,4647.0,2.0,0.0,11.0,Yes,1.48,1.0,79.8,92.0,26.0,1.0,12.0,151.0,98.0,1.0,66.0,89.0,7.0,30.0,26.0,1918.0,47.0,13.0,41.0,10.0,2.0,7.0,5.0,25.0,2.0,0.0,4.0,5.0,93.0,2.0,Elective,53.8,C,Pass
19.0,Male,,3.0,0.0,39.0,No,1.67,2.0,68.0,24.0,49.0,77.0,12.0,186.0,95.0,3.0,56.0,69.0,91.0,69.0,33.0,1171.0,17.0,13.0,46.0,11.0,10.0,8.7,9.0,33.0,9.0,0.0,1.0,14.0,41.0,,Elective,69.9,,Pass
26.0,Female,15805.0,4.0,2.0,89.0,Yes,2.76,3.0,67.3,69.0,14.0,48.0,16.0,126.0,53.0,2.0,51.0,99.0,53.0,46.0,5.0,1058.0,,15.0,8.0,14.0,9.0,4.7,5.0,20.0,2.0,2.0,3.0,38.0,170.0,2.0,Elective,63.4,C,Pass
23.0,Female,5338.0,4.0,,9.0,Yes,3.17,0.0,53.9,49.0,75.0,3.0,16.0,87.0,82.0,2.0,150.0,59.0,84.0,89.0,44.0,1185.0,99.0,15.0,23.0,13.0,-3.0,-5.0,4.0,27.0,2.0,3.0,1.0,22.0,30.0,2.0,,83.8,C,
25.0,Female,28716.0,5.0,5.0,63.0,Yes,1.32,2.0,58.4,33.0,21.0,37.0,17.0,51.0,59.0,3.0,59.0,60.0,85.0,87.0,33.0,1312.0,,7.0,24.0,2.0,0.0,5.7,9.0,27.0,,4.0,5.0,37.0,37.0,0.0,Elective,66.2,C,Pass
